"year","country","Biofuel Production - Daily Average","Biofuel Production - Oil Equivalent","Carbon Dioxide (CO2) Emmissions","Coal Consumption - Oil Equivalent","Coal Production","Coal Production - Oil Equivalent","Electricity Generation","Geothermal and Biomass Power Consumption","Geothermal and Biomass Power Consumption - Oil Equivalent","Geothermal Power Capacity","Hydroelectric Consumption","Hydroelectric Consumption - Oil Equivalent","Natural Gas Consumption","Natural Gas Consumption - Daily Average","Natural Gas Consumption - Oil Equivalent","Natural Gas Production","Natural Gas Production - Daily Average","Natural Gas Production - Oil Equivalent","Nuclear Power Consumption","Nuclear Power Consumption - Oil Equivalent","Oil Consumption","Oil Consumption - Daily Average","Oil Production","Oil Production - Daily Average","Oil Refinery Capacity","Oil Refinery Throughputs","Primary Energy Consumption - Oil Equivalent","Proved Natural Gas Reserves","Proved Oil Reserves","Solar Power Capacity","Solar Power Consumption","Solar Power Consumption - Oil Equivalent","Wind Power Capacity","Wind Power Consumption","Wind Power Consumption - Oil Equivalent"
2011,"Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,87.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,159.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,159.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.59,418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.71,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.96,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.01,0.1,NA,NA,NA,NA,53.4,1084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.02,0.18,NA,NA,NA,NA,75.41,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.03,0.25,NA,NA,NA,NA,89.8,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.04,0.38,NA,NA,NA,NA,101.27,2056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.04,0.36,NA,NA,NA,NA,111.13,2256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.03,0.32,NA,NA,NA,NA,87.93,1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.06,0.59,NA,NA,NA,NA,102.29,2071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.08,0.78,NA,NA,NA,NA,103.34,2098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,0.1,0.94,NA,NA,NA,NA,93.44,1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38,0.13,1.24,NA,NA,NA,NA,113.59,2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,0.16,1.5,NA,NA,NA,NA,101.7,2059,NA,NA,NA,1.16,16.7,NA,NA,NA,NA,NA,NA
1981,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,0.24,2.21,NA,NA,NA,NA,70.93,1440,NA,NA,NA,1.15,16.5,NA,NA,NA,NA,NA,NA
1982,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.56,0.25,2.3,NA,NA,NA,NA,63.54,1290,NA,NA,NA,1.39,16.75,NA,NA,NA,NA,NA,NA
1983,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,0.28,2.61,NA,NA,NA,NA,60.88,1236,NA,NA,NA,1.37,16.55,NA,NA,NA,NA,NA,NA
1984,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,0.27,2.51,NA,NA,NA,NA,68.56,1388,NA,NA,NA,1.36,16.65,NA,NA,NA,NA,NA,NA
1985,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,0.26,2.38,NA,NA,NA,NA,73.84,1499,NA,NA,NA,1.34,16.6,NA,NA,NA,NA,NA,NA
1986,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08,0.3,2.77,NA,NA,NA,NA,72.26,1467,NA,NA,NA,2.4,16.07,NA,NA,NA,NA,NA,NA
1987,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,0.29,2.74,NA,NA,NA,NA,66.38,1353,NA,NA,NA,2.41,15.98,NA,NA,NA,NA,NA,NA
1988,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,0.35,3.3,NA,NA,NA,NA,73.46,1496,NA,NA,NA,2.48,16,NA,NA,NA,NA,NA,NA
1989,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,0.41,3.82,NA,NA,NA,NA,86.91,1775,NA,NA,NA,2.83,16,NA,NA,NA,NA,NA,NA
1990,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04,0.39,3.64,NA,NA,NA,NA,91.59,1870,NA,NA,NA,2.84,17.1,NA,NA,NA,NA,NA,NA
1991,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.94,0.38,3.55,NA,NA,NA,NA,95.94,1960,NA,NA,NA,3.4,20,NA,NA,NA,NA,NA,NA
1992,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,0.41,3.84,NA,NA,NA,NA,99.12,2020,NA,NA,NA,3.72,20.99,NA,NA,NA,NA,NA,NA
1993,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,0.47,4.38,NA,NA,NA,NA,98.71,2024,NA,NA,NA,3.68,20.99,NA,NA,NA,NA,NA,NA
1994,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,0.43,4,NA,NA,NA,NA,97.09,1991,NA,NA,NA,3.45,20.99,NA,NA,NA,NA,NA,NA
1995,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83,0.47,4.35,NA,NA,NA,NA,97.49,1998,NA,NA,NA,3.47,20.83,NA,NA,NA,NA,NA,NA
1996,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,0.52,4.89,NA,NA,NA,NA,105,2145,NA,NA,NA,3.47,20.83,NA,NA,NA,NA,NA,NA
1997,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24,0.51,4.71,NA,NA,NA,NA,113.2,2316,NA,NA,NA,3.48,20.83,NA,NA,NA,NA,NA,NA
1998,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33,0.61,5.7,NA,NA,NA,NA,106.01,2167,NA,NA,NA,3.51,22.5,NA,NA,NA,NA,NA,NA
1999,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57,0.44,4.11,NA,NA,NA,NA,100.78,2066,NA,NA,NA,3.51,29,NA,NA,NA,NA,NA,NA
2000,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.79,1.14,10.61,NA,NA,NA,NA,105.78,2159.46,NA,NA,NA,4.11,29,NA,NA,NA,NA,NA,NA
2001,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.06,1.55,14.46,NA,NA,NA,NA,110.74,2268.19,NA,NA,NA,4.63,31.51,NA,NA,NA,NA,NA,NA
2002,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.04,1.75,16.24,NA,NA,NA,NA,101.73,2086.67,NA,NA,NA,5,34.35,NA,NA,NA,NA,NA,NA
2003,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.55,2.18,20.3,NA,NA,NA,NA,109.02,2233.18,NA,NA,NA,5.05,35.26,NA,NA,NA,NA,NA,NA
2004,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.44,2.36,21.99,NA,NA,NA,NA,118.96,2429.6,NA,NA,NA,5.23,35.88,NA,NA,NA,NA,NA,NA
2005,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.05,2.42,22.55,NA,NA,NA,NA,122.1,2501.61,NA,NA,NA,5.15,36.22,NA,NA,NA,NA,NA,NA
2006,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.6,2.86,26.64,NA,NA,NA,NA,116.57,2392.16,NA,NA,NA,5.21,37.2,NA,NA,NA,NA,NA,NA
2007,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.85,3.57,33.17,NA,NA,NA,NA,110.16,2265.46,NA,NA,NA,5.29,37.2,NA,NA,NA,NA,NA,NA
2008,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.17,3.49,32.55,NA,NA,NA,NA,102.79,2112.91,NA,NA,NA,5.29,37.2,NA,NA,NA,NA,NA,NA
2009,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,2.52,23.4,NA,NA,NA,NA,106.57,2211.39,NA,NA,NA,5.29,37.2,NA,NA,NA,NA,NA,NA
2010,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.32,3.61,33.59,NA,NA,NA,NA,121.31,2522.85,NA,NA,NA,5.11,37.2,NA,NA,NA,NA,NA,NA
2011,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.58,3.93,36.52,NA,NA,NA,NA,118.15,2459.64,NA,NA,NA,5.15,37.2,NA,NA,NA,NA,NA,NA
2012,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.29,4.18,38.96,NA,NA,NA,NA,116.24,2417.05,NA,NA,NA,5.12,37.14,NA,NA,NA,NA,NA,NA
2013,"Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.07,3.49,32.46,NA,NA,NA,NA,111.26,2321.5,NA,NA,NA,5.08,37.14,NA,NA,NA,NA,NA,NA
1965,"Norway",NA,NA,18.69,0.76,NA,NA,NA,0,0,NA,49.36,11.17,0,0,0,NA,NA,NA,0,0,5.11,99.75,0,0,60,NA,17.04,NA,NA,NA,0,0,NA,0,0
1966,"Norway",NA,NA,20.46,0.7,NA,NA,NA,0,0,NA,48.69,11.02,0,0,0,NA,NA,NA,0,0,5.76,112.34,0,0,60,NA,17.48,NA,NA,NA,0,0,NA,0,0
1967,"Norway",NA,NA,21.2,0.74,NA,NA,NA,0,0,NA,53.32,12.07,0,0,0,NA,NA,NA,0,0,5.96,116.95,0,0,98,NA,18.76,NA,NA,NA,0,0,NA,0,0
1968,"Norway",NA,NA,23.32,0.75,NA,NA,NA,0,0,NA,60.23,13.63,0,0,0,NA,NA,NA,0,0,6.63,129.95,0,0,107,NA,21.01,NA,NA,NA,0,0,NA,0,0
1969,"Norway",NA,NA,25.69,0.84,NA,NA,NA,0,0,NA,57.39,12.99,0,0,0,NA,NA,NA,0,0,7.29,143.39,0,0,117,NA,21.11,NA,NA,NA,0,0,NA,0,0
1970,"Norway",NA,NA,28.57,0.86,NA,NA,NA,0,0,NA,57.85,13.09,0,0,0,0,0,0,0,0,8.2,161.49,0,0,194,NA,22.15,NA,NA,NA,0,0,NA,0,0
1971,"Norway",NA,NA,28.05,0.81,NA,NA,NA,0,0,NA,63.94,14.47,0,0,0,0,0,0,0,0,8.09,160.64,0.29,6,161,NA,23.37,NA,NA,NA,0,0,NA,0,0
1972,"Norway",NA,NA,29.52,0.89,NA,NA,NA,0,0,NA,68.14,15.42,0,0,0,0,0,0,0,0,8.48,168.05,1.61,33,173,NA,24.78,NA,NA,NA,0,0,NA,0,0
1973,"Norway",NA,NA,30.02,0.91,NA,NA,NA,0,0,NA,73.65,16.67,0,0,0,0,0,0,0,0,8.61,172.56,1.56,32,168,NA,26.18,NA,NA,NA,0,0,NA,0,0
1974,"Norway",NA,NA,28.11,1.02,NA,NA,NA,0,0,NA,76.65,17.34,0,0,0,0,0,0,0,0,7.84,156.96,1.71,35,168,NA,26.21,NA,NA,NA,0,0,NA,0,0
1975,"Norway",NA,NA,28.74,0.98,NA,NA,NA,0,0,NA,77.43,17.52,0,0,0,0,0,0,0,0,8.1,163.05,9.22,189,259,NA,26.6,NA,NA,NA,0,0,NA,0,0
1976,"Norway",NA,NA,31.41,0.99,NA,NA,NA,0,0,NA,82.05,18.57,0,0,0,0,0,0,0,0,8.96,179.18,13.65,279,259,NA,28.51,NA,NA,NA,0,0,NA,0,0
1977,"Norway",NA,NA,31.17,0.83,NA,NA,NA,0,0,NA,72.21,16.34,0.38,0.04,0.34,2.66,0.26,2.39,0,0,8.82,177.3,14,287,264,NA,26.34,NA,NA,NA,0,0,NA,0,0
1978,"Norway",NA,NA,35.04,0.87,NA,NA,NA,0,0,NA,80.88,18.3,0.64,0.06,0.58,14.2,1.37,12.78,0,0,9.85,200.61,17.37,356,260,NA,29.6,NA,NA,NA,0,0,NA,0,0
1979,"Norway",NA,NA,35.51,0.99,NA,NA,NA,0,0,NA,88.99,20.14,0.73,0.07,0.66,20.67,2,18.6,0,0,9.79,199.98,19.5,407,260,NA,31.57,NA,NA,NA,0,0,NA,0,0
1980,"Norway",NA,NA,34.46,1,NA,NA,NA,0,0,NA,83.98,19,0.79,0.08,0.71,25.09,2.42,22.58,0,0,9.39,199.02,25.05,528,250,NA,30.11,0.39,3.95,NA,0,0,NA,0,0
1981,"Norway",NA,NA,32.54,0.94,NA,NA,NA,0,0,NA,93.28,21.11,0.97,0.09,0.87,24.95,2.41,22.46,0,0,8.73,186.56,24.29,512,240,NA,31.64,0.37,3.95,NA,0,0,NA,0,0
1982,"Norway",NA,NA,31.95,1.02,NA,NA,NA,0,0,NA,92.9,21.02,1.04,0.1,0.94,23.96,2.32,21.56,0,0,8.37,180.32,25.23,532,240,NA,31.35,0.34,3.82,NA,0,0,NA,0,0
1983,"Norway",NA,NA,31.6,0.94,NA,NA,NA,0,0,NA,106.07,24,1.17,0.11,1.06,23.61,2.28,21.25,0,0,8.27,176.33,31.4,661,240,NA,34.27,0.41,4.89,NA,0,0,NA,0,0
1984,"Norway",NA,NA,33.21,1.15,NA,NA,NA,0,0,NA,106.36,24.07,1.13,0.11,1.02,25.96,2.51,23.37,0,0,8.56,185.62,35.95,752,240,NA,34.79,0.38,4.96,NA,0,0,NA,0,0
1985,"Norway",NA,NA,34.74,1.17,NA,NA,103.29,0.01,0,NA,102.96,23.3,1.19,0.12,1.07,26.19,2.53,23.57,0,0,8.99,195.39,39.21,823,240,NA,34.53,0.55,5.9,NA,0,0,NA,0,0
1986,"Norway",NA,NA,36.65,1.04,NA,NA,97.28,0.05,0.01,NA,96.83,21.91,1.31,0.13,1.18,26.09,2.52,23.48,0,0,9.7,206.08,43.03,907,240,NA,33.84,0.45,6.49,NA,0,0,NA,0,0
1987,"Norway",NA,NA,36.39,0.99,NA,NA,104.28,0.04,0.01,NA,103.78,23.48,1.44,0.14,1.3,28.15,2.72,25.34,0,0,9.59,209.47,50.12,1054,240,NA,35.37,1.25,6.64,NA,0,0,NA,0,0
1988,"Norway",NA,NA,35.29,0.99,NA,NA,110.02,0.05,0.01,NA,109.57,24.79,1.82,0.18,1.64,28.33,2.73,25.5,0,0,8.98,196.53,56.98,1196,210,NA,36.4,1.73,8.16,NA,0,0,NA,0,0
1989,"Norway",NA,NA,36.01,0.96,NA,NA,119.2,0.06,0.01,NA,118.72,26.86,2.01,0.19,1.81,28.74,2.78,25.86,0,0,9.11,197.99,74.91,1567,260,NA,38.76,1.73,8.42,NA,0,0,NA,0,0
1990,"Norway",NA,NA,36.37,0.81,NA,NA,121.85,0.25,0.06,NA,121.41,27.47,2.13,0.21,1.92,25.48,2.47,22.93,0,0,9.33,202.27,82.14,1716,291,NA,39.59,1.68,8.63,NA,0,0,NA,0,0
1991,"Norway",NA,NA,34.23,0.72,NA,NA,111.01,0.25,0.06,NA,110.6,25.03,2.4,0.23,2.16,25.03,2.42,22.52,0,0,8.57,187.6,93.84,1955,288,NA,36.53,1.27,8.81,NA,0,0,NA,0,0
1992,"Norway",NA,NA,35.64,0.73,NA,NA,117.51,0.26,0.06,NA,117.08,26.49,2.59,0.25,2.33,25.83,2.49,23.25,0,0,8.9,192.21,106.9,2217,288,NA,38.5,1.38,9.74,NA,0,0,NA,0,0
1993,"Norway",NA,NA,37.52,0.78,NA,NA,120.09,0.29,0.07,NA,119.64,27.07,2.72,0.26,2.45,24.8,2.4,22.32,0,0,9.34,205.15,114.13,2377,288,NA,39.71,1.35,9.57,NA,0,0,NA,0,0
1994,"Norway",NA,NA,39.13,0.88,NA,NA,113.49,0.31,0.07,NA,112.84,25.53,2.92,0.28,2.63,26.84,2.6,24.16,0,0,9.6,208.21,128.58,2693,288,NA,38.71,1.35,9.7,NA,0,0,NA,0,0
1995,"Norway",NA,NA,38.85,0.97,NA,NA,123.19,0.33,0.07,NA,122.51,27.72,2.95,0.29,2.65,27.81,2.69,25.03,0,0,9.38,204.08,138.4,2903,298,NA,40.8,1.35,10.8,NA,0,0,NA,0,0
1996,"Norway",NA,NA,41.77,0.96,NA,NA,104.75,0.35,0.08,NA,103.94,23.52,3.2,0.31,2.88,37.41,3.61,33.67,0,0,10.17,216.98,154.66,3232,308,NA,37.6,1.48,11.68,0,0,0,NA,0,0
1997,"Norway",NA,NA,43.13,0.95,NA,NA,111.64,0.28,0.06,NA,110.94,25.1,3.7,0.36,3.33,42.95,4.16,38.66,0,0,10.28,220.45,156.23,3280,308,NA,39.72,1.17,12.04,0,0,0,5,0,0
1998,"Norway",NA,NA,43.63,1.03,NA,NA,116.98,0.31,0.07,NA,116.28,26.31,3.77,0.37,3.4,44.19,4.28,39.77,0,0,10.28,221.64,149.6,3138,310,NA,41.1,1.17,11.66,0,0,0,8,0,0
1999,"Norway",NA,NA,42.76,0.97,NA,NA,122.66,0.32,0.07,NA,121.86,27.57,3.61,0.35,3.25,48.48,4.69,43.63,0,0,10.2,218.9,149.67,3139,323,NA,42.06,1.25,10.94,0,0,0,13,0.01,0
2000,"Norway",NA,NA,41.24,0.99,NA,NA,142.98,0.3,0.07,NA,142.25,32.19,4.05,0.39,3.64,49.75,4.8,44.77,0,0,9.37,201.55,160.73,3346,318,NA,46.27,1.26,11.37,0,0,0,13,0.03,0.01
2001,"Norway",NA,NA,42.81,0.88,NA,NA,121.92,0.35,0.08,NA,121,27.38,3.75,0.36,3.38,53.9,5.21,48.51,0,0,10.22,223.27,162.49,3418,307,NA,41.95,2.19,11.6,0,0,0,17,0.03,0.01
2002,"Norway",NA,NA,41.6,0.77,NA,NA,130.6,0.33,0.08,NA,129.75,29.36,4,0.39,3.6,65.5,6.34,58.95,0,0,9.81,215.53,157.92,3333,310,NA,43.62,2.12,10.45,6.4,0,0,97,0.04,0.01
2003,"Norway",NA,NA,43.88,0.75,NA,NA,107.27,0.45,0.1,NA,106.12,24.01,4.31,0.42,3.88,73.12,7.07,65.81,0,0,10.36,231.62,153.85,3264,310,NA,39.15,2.46,10.15,6.6,0,0,101,0.22,0.05
2004,"Norway",NA,NA,43.71,0.85,NA,NA,110.6,0.47,0.11,NA,109.28,24.73,4.56,0.44,4.11,79.18,7.64,71.26,0,0,10.01,220.94,150.27,3179.86,310,NA,39.85,2.39,9.72,6.9,0,0,158,0.26,0.06
2005,"Norway",NA,NA,43.45,0.72,NA,NA,138.07,0.4,0.09,NA,136.57,30.9,4.46,0.43,4.01,85.84,8.31,77.26,0,0,10.16,223.67,138.73,2960.93,316,NA,46,2.36,9.69,7.3,0,0,275,0.51,0.11
2006,"Norway",NA,NA,43.83,0.62,NA,NA,121.66,0.47,0.11,NA,119.8,27.11,4.4,0.43,3.96,88.67,8.58,79.8,0,0,10.45,229.17,129.05,2772.24,316,NA,42.4,2.3,8.55,7.7,0,0,328,0.67,0.15
2007,"Norway",NA,NA,44.46,0.68,NA,NA,137.71,0.48,0.11,NA,135.29,30.61,4.26,0.41,3.83,90.31,8.74,81.28,0,0,10.67,237.48,118.6,2550.6,316,NA,46.11,2.31,8.17,8,0,0,355,0.9,0.2
2008,"Norway",NA,NA,43.77,0.7,NA,NA,142.67,0.49,0.11,NA,140.52,31.8,4.33,0.42,3.9,100.11,9.66,90.1,0,0,10.37,227.59,114.75,2466.12,316,NA,47.09,2.21,7.49,8.3,0,0,385,0.92,0.21
2009,"Norway",NA,NA,43.36,0.5,NA,NA,132.79,0.3,0.07,NA,127.07,28.75,4.13,0.4,3.72,104.39,10.1,93.95,0,0,10.64,235.92,108.67,2348.93,316,NA,43.9,2.05,7.08,8.7,0,0,390,0.98,0.22
2010,"Norway",NA,NA,44.23,0.64,NA,NA,124.45,0.52,0.12,NA,117.94,26.69,4.11,0.4,3.7,107.25,10.38,96.53,0,0,10.76,234.98,98.82,2135.73,316,NA,42.1,2.04,6.77,9.1,0,0,411,0.89,0.2
2011,"Norway",NA,NA,44.39,0.66,NA,NA,128.14,0.51,0.12,NA,122.08,27.62,4.34,0.42,3.91,101.27,9.8,91.14,0,0,10.62,239.88,93.75,2039.58,316,NA,43.22,2.07,6.88,9.5,0,0,487,1.29,0.29
2012,"Norway",NA,NA,44.19,0.66,NA,NA,147.85,0.51,0.12,NA,142.9,32.33,4.37,0.42,3.93,114.73,11.07,103.25,0,0,10.54,235.46,87.25,1916.56,316,NA,47.93,2.09,9.21,10.4,0,0,683,1.56,0.35
2013,"Norway",NA,NA,44.51,0.66,NA,NA,134.24,0.51,0.12,NA,129.02,29.19,4.42,0.43,3.97,108.75,10.52,97.87,0,0,10.61,240.53,83.17,1837.13,316,NA,44.98,2.05,8.68,11,0,0,793,1.89,0.43
1965,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.97,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.19,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,16.44,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,14.56,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,14,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,14.51,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,14.36,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,16.89,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,18.23,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
